Census-based period fertility tables, birth orders 1 to 5+
Last modified: 25/09/2014
Code Year     x       w0x       m1x       q1x     l0x    b1x     L0x   Sb1x       w1x       m2x       q2x    l1x    b2x     L1x   Sb2x       w2x       m3x       q3x    l2x    b3x     L2x   Sb3x       w3x       m4x       q4x    l3x    b4x     L3x   Sb4x       w4x      m5px      q5px    l4x   b5px     L4x  Sb5px
NOR  2002    29   0.40243   0.12941   0.12154    4884    594    4587   5116   0.26869   0.21266   0.19222   2643    571    2686   2472   0.24946   0.07531   0.07258   1992    164    2174    480   0.06663   0.06189   0.06003    417     29     477     63   0.01279   0.10823   0.10268     63      8      76     10
NOR  2002    30   0.33971   0.13667   0.12792    4291    549    4016   5709   0.26045   0.20843   0.18876   2666    560    2689   3044   0.29390   0.07413   0.07148   2400    190    2566    644   0.08839   0.04361   0.04268    551     27     625     93   0.01755   0.06654   0.06440     93      7     105     18
NOR  2002    31   0.28361   0.13696   0.12818    3742    480    3502   6258   0.24924   0.22817   0.20480   2654    598    2622   3604   0.33286   0.07389   0.07126   2770    217    2943    834   0.11134   0.04853   0.04738    714     39     796    120   0.02294   0.08656   0.08297    120     12     137     25
NOR  2002    32   0.24111   0.11962   0.11287    3262    368    3078   6738   0.23054   0.20724   0.18778   2536    514    2482   4202   0.36065   0.07501   0.07230   3151    246    3275   1051   0.13792   0.04736   0.04626    893     47     986    159   0.02978   0.07180   0.06931    159     13     179     37
NOR  2002    33   0.20882   0.10886   0.10324    2894    299    2745   7106   0.20929   0.19690   0.17925   2389    458    2325   4717   0.38079   0.06267   0.06076   3420    221    3530   1297   0.16286   0.03689   0.03622   1092     43    1176    205   0.03824   0.05458   0.05313    205     12     225     50
NOR  2002    34   0.18394   0.10049   0.09568    2595    248    2471   7405   0.19366   0.16689   0.15403   2231    364    2183   5174   0.39174   0.05832   0.05667   3656    217    3724   1518   0.18455   0.03678   0.03611   1270     50    1350    249   0.04611   0.05887   0.05719    249     16     272     62
NOR  2002    35   0.16475   0.08011   0.07702    2347    181    2256   7653   0.17938   0.14781   0.13764   2115    304    2059   5539   0.39814   0.05447   0.05303   3803    210    3848   1735   0.20257   0.02990   0.02946   1437     45    1517    298   0.05516   0.04722   0.04613    298     15     320     78
NOR  2002    36   0.14929   0.06517   0.06311    2166    137    2098   7834   0.16564   0.11342   0.10733   1991    221    1952   5843   0.40382   0.03818   0.03746   3898    150    3932   1945   0.21886   0.02531   0.02499   1601     42    1654    344   0.06240   0.04368   0.04274    344     16     364     93
NOR  2002    37   0.14062   0.05249   0.05115    2029    104    1977   7971   0.15727   0.09030   0.08640   1906    169    1876   6064   0.39919   0.03209   0.03158   3969    128    3989   2095   0.23223   0.01877   0.01859   1710     33    1756    386   0.07069   0.03564   0.03502    386     14     401    109
NOR  2002    38   0.13438   0.04971   0.04850    1926     93    1879   8074   0.15084   0.06815   0.06591   1841    124    1827   6234   0.39487   0.02225   0.02200   4011     90    4027   2223   0.24136   0.01820   0.01803   1805     33    1832    419   0.07855   0.02407   0.02379    419     10     435    123
NOR  2002    39   0.12710   0.03046   0.03000    1832     55    1805   8168   0.14477   0.04985   0.04864   1809     89    1793   6358   0.39531   0.01638   0.01624   4046     66    4057   2313   0.25093   0.01407   0.01397   1861     26    1881    452   0.08190   0.02496   0.02465    452     12     465    134
NOR  2002    40   0.12151   0.02085   0.02064    1777     37    1759   8223   0.14248   0.03224   0.03173   1775     57    1765   6448   0.39651   0.01142   0.01136   4069     47    4074   2379   0.25439   0.00959   0.00954   1901     18    1915    478   0.08512   0.01786   0.01770    478      9     487    146
NOR  2002    41   0.11925   0.01340   0.01331    1741     23    1729   8259   0.14079   0.01793   0.01777   1755     31    1751   6505   0.39683   0.00717   0.00714   4079     29    4080   2426   0.25519   0.00689   0.00686   1929     13    1937    497   0.08793   0.01599   0.01587    497      8     503    154
NOR  2002    42   0.11620   0.01156   0.01149    1717     20    1708   8283   0.14247   0.01190   0.01182   1747     21    1746   6536   0.39551   0.00356   0.00355   4081     15    4084   2455   0.25700   0.00610   0.00608   1945     12    1946    510   0.08882   0.01152   0.01146    510      6     516    162
NOR  2002    43   0.11549   0.00661   0.00659    1698     11    1692   8302   0.14248   0.00581   0.00579   1746     10    1746   6557   0.39906   0.00207   0.00207   4087      8    4088   2470   0.25433   0.00288   0.00287   1948      6    1949    522   0.08863   0.00754   0.00751    522      4     525    168
NOR  2002    44   0.11630   0.00438   0.00437    1686      7    1683   8314   0.14135   0.00158   0.00158   1747      3    1749   6567   0.40641   0.00133   0.00133   4089      5    4088   2478   0.24851   0.00090   0.00090   1950      2    1952    528   0.08743   0.00510   0.00509    528      3     528    172
NOR  2002    45   0.11340   0.00141   0.00141    1679      2    1678   8321   0.14318   0.00134   0.00134   1751      2    1751   6570   0.41547   0.00054   0.00054   4086      2    4086   2483   0.24366   0.00039   0.00039   1954      1    1955    529   0.08428   0.00190   0.00189    529      1     530    175
NOR  2002    46   0.11122   0.00029   0.00029    1677      0    1676   8323   0.14345   0.00067   0.00067   1751      1    1751   6572   0.42107   0.00008   0.00008   4086      0    4087   2486   0.24195   0.00000   0.00000   1956      0    1956    530   0.08230   0.00000   0.00000    530      0     530    176
NOR  2002    47   0.10991   0.00030   0.00030    1676      0    1676   8324   0.14396   0.00000   0.00000   1751      0    1751   6573   0.42647   0.00000   0.00000   4087      0    4087   2486   0.23696   0.00027   0.00027   1956      1    1956    530   0.08270   0.00000   0.00000    530      0     530    176
NOR  2002    48   0.10631   0.00031   0.00031    1676      1    1675   8324   0.14530   0.00023   0.00023   1751      0    1751   6573   0.43616   0.00008   0.00008   4087      0    4087   2486   0.23101   0.00000   0.00000   1955      0    1956    531   0.08122   0.00000   0.00000    531      0     531    176
NOR  2002    49   0.10278   0.00000   0.00000    1675      0    1675   8325   0.14490   0.00000   0.00000   1751      0    1751   6574   0.44232   0.00000   0.00000   4087      0    4087   2486   0.23100   0.00000   0.00000   1956      0    1956    531   0.07899   0.00000   0.00000    531      0     531    176
NOR  2002    50   0.10151   0.00000   0.00000    1675      0    1675   8325   0.14398   0.00000   0.00000   1751      0    1751   6574   0.44348   0.00000   0.00000   4087      0    4087   2486   0.23176   0.00000   0.00000   1956      0    1956    531   0.07926   0.00000   0.00000    531      0     531    176
NOR  2002    51   0.10151   0.00000   0.00000    1675      0    1675   8325   0.14398   0.00000   0.00000   1751      0    1751   6574   0.44348   0.00000   0.00000   4087      0    4087   2486   0.23176   0.00000   0.00000   1956      0    1956    531   0.07926   0.00000   0.00000    531      0     531    176
NOR  2002    52   0.10151   0.00000   0.00000    1675      0    1675   8325   0.14398   0.00000   0.00000   1751      0    1751   6574   0.44348   0.00000   0.00000   4087      0    4087   2486   0.23176   0.00000   0.00000   1956      0    1956    531   0.07926   0.00000   0.00000    531      0     531    176
NOR  2002    53   0.10151   0.00000   0.00000    1675      0    1675   8325   0.14398   0.00000   0.00000   1751      0    1751   6574   0.44348   0.00000   0.00000   4087      0    4087   2486   0.23176   0.00000   0.00000   1956      0    1956    531   0.07926   0.00000   0.00000    531      0     531    176
NOR  2002    54   0.10151   0.00000   0.00000    1675      0    1675   8325   0.14398   0.00000   0.00000   1751      0    1751   6574   0.44348   0.00000   0.00000   4087      0    4087   2486   0.23176   0.00000   0.00000   1956      0    1956    531   0.07926   0.00000   0.00000    531      0     531    176
NOR  2002    55+  0.10151   0.00000   0.00000    1675      0    1675   8325   0.14398   0.00000   0.00000   1751      0    1751   6574   0.44348   0.00000   0.00000   4087      0    4087   2486   0.23176   0.00000   0.00000   1956      0    1956    531   0.07926   0.00000   0.00000    531      0     531    176
NOR  2003    12-  1.00000   0.00000   0.00000   10000      0   10000      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
NOR  2003    13   1.00000   0.00000   0.00000   10000      0   10000      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
NOR  2003    14   0.99992   0.00007   0.00007   10000      1   10000      0   0.00008         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
NOR  2003    15   0.99950   0.00046   0.00046    9999      5    9997      1   0.00047   0.00000   0.00000      1      0       3      0   0.00004         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
NOR  2003    16   0.99757   0.00241   0.00240    9995     24    9983      5   0.00236   0.01562   0.01550      5      0      17      0   0.00006         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
NOR  2003    17   0.99281   0.00567   0.00566    9971     56    9943     29   0.00706   0.03212   0.03161     29      2      57      0   0.00011         .         .      0      0       1      0   0.00002         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
NOR  2003    18   0.98227   0.01286   0.01278    9914    127    9851     86   0.01722   0.02659   0.02624     84      4     146      2   0.00046   0.00000   0.00000      2      0       3      0   0.00004         .         .      0      0       0      0   0.00002         .         .      0      0       0      0
NOR  2003    19   0.96205   0.02366   0.02338    9788    229    9673    212   0.03594   0.04575   0.04473    206     14     316      6   0.00189   0.06077   0.05898      6      1      10      0   0.00010         .         .      0      0       0      0   0.00003         .         .      0      0       0      0
NOR  2003    20   0.93120   0.03231   0.03180    9559    304    9407    441   0.06341   0.08169   0.07848    421     45     556     20   0.00514   0.05931   0.05761     20      2      36      1   0.00021   0.17941   0.16464      1      0       1      0   0.00004         .         .      0      0       0      0
NOR  2003    21   0.89087   0.04322   0.04231    9255    392    9059    745   0.09562   0.07882   0.07583    679     67     849     66   0.01263   0.05613   0.05460     63      5      87      3   0.00083   0.00000   0.00000      3      0       4      0   0.00005         .         .      0      0       0      0
